8	3.149285950060798	9.542241699673623	1.985367247951217	3.06
6	1.5633244451484094	7.554717546167938	0.325324531467188	3.15
1	-0.7421036301591585	3.1067512366085364	-0.8104703319924218	3.12
7	-1.120290757338871	5.251461856489361	-1.782174023179063	1.19
9	-0.02942043008948576	7.401723892009399	-0.7043119668960571	2.19
11	3.975935388120358	7.8186379929682674	3.37008912222726	2.5
10	-0.7374686481375454	3.696698624578268	-1.0141172877379825	1.17
2	1.3427425515757567	5.317597847683239	0.9817000116620745	4.05
5	0.9327280913065639	7.184538922934853	0.39676911916051594	3.78
4	0.01962462385144635	5.528609884557326	-0.43034913284438	2.0
3	2.438920646904604	6.9061274652855476	1.3691411060946328	3.81
12	0.10412136625585255	5.22685787839914	-0.4258506755743708	1.81
